kmeans_cluster,dbscan_cluster,RUL,RUL_class
0,-1,8244.0,Healthy
0,-1,8219.0,Healthy
0,-1,269828.0,Healthy
0,-1,8192.0,Healthy
0,-1,10652.0,Healthy
0,-1,10621.0,Healthy
0,-1,10591.0,Healthy
0,-1,10505.0,Healthy
0,-1,10536.0,Healthy
0,52,774.0,Medium
0,53,802.0,Healthy
0,54,719.0,Medium
0,-1,694.0,Medium
0,-1,10674.0,Healthy
0,-1,10563.0,Healthy
0,-1,10710.0,Healthy
0,54,10959.0,Healthy
0,-1,10766.0,Healthy
0,-1,10793.0,Healthy
0,54,10821.0,Healthy
0,54,10849.0,Healthy
0,54,10876.0,Healthy
0,54,10904.0,Healthy
0,-1,10931.0,Healthy
0,53,10984.0,Healthy
0,52,11011.0,Healthy
0,53,11039.0,Healthy
0,54,667.0,Medium
0,-1,10735.0,Healthy
0,54,642.0,Medium
0,-1,7686.0,Healthy
0,54,593.0,Medium
0,-1,0.0,Critical
0,54,7995.0,Healthy
0,54,8023.0,Healthy
0,54,8051.0,Healthy
0,-1,8081.0,Healthy
0,54,8106.0,Healthy
0,55,7434.0,Healthy
0,53,8134.0,Healthy
0,53,8189.0,Healthy
0,-1,7376.0,Healthy
0,-1,7345.0,Healthy
0,-1,7318.0,Healthy
0,-1,7287.0,Healthy
0,-1,10477.0,Healthy
0,52,8161.0,Healthy
0,-1,10450.0,Healthy
0,-1,7462.0,Healthy
0,56,7520.0,Healthy
0,-1,7738.0,Healthy
0,-1,7765.0,Healthy
0,-1,7796.0,Healthy
0,-1,7827.0,Healthy
0,-1,7857.0,Healthy
0,-1,7885.0,Healthy
0,55,7493.0,Healthy
0,-1,7913.0,Healthy
0,54,7968.0,Healthy
0,-1,7658.0,Healthy
0,-1,7631.0,Healthy
0,-1,7603.0,Healthy
0,56,7575.0,Healthy
0,-1,7548.0,Healthy
0,-1,7940.0,Healthy
0,54,618.0,Medium
0,56,10419.0,Healthy
0,56,10364.0,Healthy
0,56,246.0,Low
0,-1,270.0,Low
0,-1,292.0,Low
0,-1,316.0,Low
0,-1,341.0,Low
0,-1,366.0,Low
0,-1,221.0,Low
0,-1,390.0,Low
0,-1,439.0,Medium
0,-1,467.0,Medium
0,-1,495.0,Medium
0,-1,519.0,Medium
0,-1,544.0,Medium
0,-1,568.0,Medium
0,-1,412.0,Medium
0,-1,10391.0,Healthy
0,56,200.0,Low
0,-1,150.0,Critical
0,55,10333.0,Healthy
0,-1,10305.0,Healthy
0,55,10275.0,Healthy
0,-1,0.0,Critical
0,-1,10220.0,Healthy
0,-1,10192.0,Healthy
0,55,175.0,Low
0,-1,7710.0,Healthy
0,-1,0.0,Critical
0,-1,27.0,Critical
0,-1,52.0,Critical
0,-1,77.0,Critical
0,-1,0.0,Critical
0,55,126.0,Critical
0,-1,10134.0,Healthy
0,-1,10161.0,Healthy
0,53,747.0,Medium
0,53,9398.0,Healthy
0,52,272917.0,Healthy
0,53,272945.0,Healthy
0,-1,8538.0,Healthy
0,-1,8566.0,Healthy
0,-1,8593.0,Healthy
0,-1,8621.0,Healthy
0,-1,0.0,Critical
0,55,8676.0,Healthy
0,-1,8701.0,Healthy
0,55,8728.0,Healthy
0,56,8756.0,Healthy
0,-1,8784.0,Healthy
0,-1,8836.0,Healthy
0,-1,8863.0,Healthy
0,-1,8888.0,Healthy
0,53,3174.0,Healthy
0,52,3146.0,Healthy
0,53,3122.0,Healthy
0,54,3094.0,Healthy
0,-1,3066.0,Healthy
0,54,3039.0,Healthy
0,54,3011.0,Healthy
0,54,2987.0,Healthy
0,54,2959.0,Healthy
0,-1,2931.0,Healthy
0,-1,2904.0,Healthy
0,-1,2876.0,Healthy
0,53,272890.0,Healthy
0,-1,2849.0,Healthy
0,54,272862.0,Healthy
0,54,272837.0,Healthy
0,-1,272033.0,Healthy
0,-1,272064.0,Healthy
0,-1,272095.0,Healthy
0,-1,272122.0,Healthy
0,-1,0.0,Critical
0,55,272181.0,Healthy
0,-1,272211.0,Healthy
0,55,272239.0,Healthy
0,56,272267.0,Healthy
0,-1,272297.0,Healthy
0,56,272325.0,Healthy
0,-1,272353.0,Healthy
0,-1,272383.0,Healthy
0,-1,272414.0,Healthy
0,-1,272442.0,Healthy
0,-1,272469.0,Healthy
0,-1,272497.0,Healthy
0,-1,272527.0,Healthy
0,-1,272558.0,Healthy
0,-1,272589.0,Healthy
0,-1,272616.0,Healthy
0,-1,272644.0,Healthy
0,-1,272672.0,Healthy
0,-1,272696.0,Healthy
0,54,272724.0,Healthy
0,54,272751.0,Healthy
0,54,272782.0,Healthy
0,-1,272837.0,Healthy
0,-1,2821.0,Healthy
0,56,8808.0,Healthy
0,-1,2750.0,Healthy
0,-1,2355.0,Healthy
0,-1,2695.0,Healthy
0,-1,2723.0,Healthy
0,52,9370.0,Healthy
0,-1,2778.0,Healthy
0,-1,2806.0,Healthy
0,-1,2812.0,Healthy
0,-1,2324.0,Healthy
0,-1,8916.0,Healthy
0,-1,8940.0,Healthy
0,-1,8965.0,Healthy
0,-1,8989.0,Healthy
0,-1,9020.0,Healthy
0,-1,9054.0,Healthy
0,-1,9134.0,Healthy
0,-1,2385.0,Healthy
0,-1,2413.0,Healthy
0,-1,0.0,Critical
0,55,2468.0,Healthy
0,53,9346.0,Healthy
0,54,9318.0,Healthy
0,-1,9290.0,Healthy
0,54,9266.0,Healthy
0,54,9238.0,Healthy
0,54,9211.0,Healthy
0,-1,9082.0,Healthy
0,54,9183.0,Healthy
0,-1,2665.0,Healthy
0,-1,2637.0,Healthy
0,56,2609.0,Healthy
0,-1,2582.0,Healthy
0,56,2554.0,Healthy
0,55,2527.0,Healthy
0,-1,2496.0,Healthy
0,-1,9158.0,Healthy
0,-1,9106.0,Healthy
1,57,25.0,Critical
0,58,3171.0,Healthy
1,59,59.0,Critical
1,60,83.0,Critical
1,61,111.0,Critical
1,62,139.0,Critical
1,63,169.0,Low
0,34,197.0,Low
0,64,221.0,Low
0,64,252.0,Low
0,65,280.0,Low
1,59,53.0,Critical
0,66,307.0,Low
1,67,2054.0,Healthy
1,59,2112.0,Healthy
0,43,2864.0,Healthy
0,68,2891.0,Healthy
0,52,2919.0,Healthy
0,58,2949.0,Healthy
0,69,2977.0,Healthy
0,70,3005.0,Healthy
0,43,2746.0,Healthy
0,52,2718.0,Healthy
0,70,2694.0,Healthy
0,69,2666.0,Healthy
0,58,2638.0,Healthy
0,52,2614.0,Healthy
0,68,2586.0,Healthy
0,43,2562.0,Healthy
0,43,2537.0,Healthy
0,71,2512.0,Healthy
0,72,2485.0,Healthy
0,73,2457.0,Healthy
0,74,2433.0,Healthy
0,75,2405.0,Healthy
0,76,2380.0,Healthy
0,43,2836.0,Healthy
0,71,2808.0,Healthy
0,72,2781.0,Healthy
0,73,2753.0,Healthy
1,60,2140.0,Healthy
1,61,2167.0,Healthy
1,62,2195.0,Healthy
1,63,2222.0,Healthy
0,34,2253.0,Healthy
0,64,2281.0,Healthy
0,64,2308.0,Healthy
0,65,2336.0,Healthy
0,66,2364.0,Healthy
0,77,2394.0,Healthy
1,57,2084.0,Healthy
0,78,2422.0,Healthy
0,79,2477.0,Healthy
0,80,2505.0,Healthy
0,81,2532.0,Healthy
0,82,2560.0,Healthy
0,83,2591.0,Healthy
0,84,2618.0,Healthy
0,85,2646.0,Healthy
0,76,2673.0,Healthy
0,75,2698.0,Healthy
0,74,2726.0,Healthy
0,64,2449.0,Healthy
0,77,338.0,Low
0,80,448.0,Medium
0,64,393.0,Low
0,34,2484.0,Healthy
1,63,2456.0,Healthy
1,62,2425.0,Healthy
1,61,2401.0,Healthy
1,60,2373.0,Healthy
1,59,2345.0,Healthy
1,57,2318.0,Healthy
1,67,2290.0,Healthy
0,85,541.0,Medium
0,64,2508.0,Healthy
0,76,566.0,Medium
0,74,615.0,Medium
0,73,642.0,Medium
0,72,667.0,Medium
0,71,695.0,Medium
0,43,719.0,Medium
0,43,744.0,Medium
0,68,768.0,Medium
0,52,796.0,Medium
0,58,821.0,Healthy
0,75,590.0,Medium
0,69,848.0,Healthy
0,64,2539.0,Healthy
0,66,2594.0,Healthy
0,52,3140.0,Healthy
0,68,3112.0,Healthy
0,43,3085.0,Healthy
0,43,3057.0,Healthy
0,71,3030.0,Healthy
0,72,3002.0,Healthy
0,73,2974.0,Healthy
0,74,2950.0,Healthy
0,75,2922.0,Healthy
0,65,2566.0,Healthy
0,76,2895.0,Healthy
0,84,173.0,Low
0,83,2815.0,Healthy
0,82,2787.0,Healthy
0,81,2760.0,Healthy
0,80,2732.0,Healthy
0,79,2704.0,Healthy
0,64,2677.0,Healthy
0,78,2649.0,Healthy
0,77,2622.0,Healthy
0,85,2867.0,Healthy
0,70,876.0,Healthy
0,52,903.0,Healthy
0,43,931.0,Healthy
0,70,952.0,Healthy
0,69,924.0,Healthy
0,58,893.0,Healthy
0,52,863.0,Healthy
0,68,835.0,Healthy
0,43,807.0,Healthy
0,43,780.0,Medium
0,71,755.0,Medium
0,72,728.0,Medium
0,52,979.0,Healthy
0,73,697.0,Medium
0,75,642.0,Medium
0,76,614.0,Medium
0,85,586.0,Medium
0,84,559.0,Medium
0,83,531.0,Medium
0,82,504.0,Medium
0,81,476.0,Medium
0,69,3198.0,Healthy
0,79,421.0,Medium
0,74,669.0,Medium
0,43,1007.0,Healthy
1,60,77.0,Critical
1,61,102.0,Critical
0,70,3226.0,Healthy
0,52,3254.0,Healthy
0,43,3281.0,Healthy
0,84,516.0,Medium
0,83,492.0,Medium
0,82,464.0,Medium
0,81,437.0,Medium
0,80,412.0,Medium
0,79,387.0,Low
0,64,360.0,Low
0,78,335.0,Low
0,77,308.0,Low
0,66,283.0,Low
0,65,255.0,Low
0,85,2356.0,Healthy
0,64,231.0,Low
0,64,206.0,Low
0,34,179.0,Low
1,67,0.0,Critical
1,63,154.0,Low
1,62,126.0,Critical
0,78,366.0,Low
0,84,2328.0,Healthy
0,58,267045.0,Healthy
0,82,2276.0,Healthy
0,70,882.0,Healthy
0,52,906.0,Healthy
0,43,934.0,Healthy
0,66,1860.0,Healthy
0,65,1832.0,Healthy
0,64,1805.0,Healthy
0,64,1777.0,Healthy
0,34,1753.0,Healthy
1,63,1725.0,Healthy
1,62,1697.0,Healthy
1,61,1670.0,Healthy
1,60,1642.0,Healthy
0,69,854.0,Healthy
1,59,1618.0,Healthy
1,67,1565.0,Healthy
0,43,931.0,Healthy
0,52,903.0,Healthy
0,70,876.0,Healthy
0,69,848.0,Healthy
0,58,821.0,Healthy
0,52,796.0,Medium
0,68,768.0,Medium
0,43,744.0,Medium
0,43,719.0,Medium
0,71,695.0,Medium
0,72,667.0,Medium
1,57,1590.0,Healthy
0,58,826.0,Healthy
0,52,802.0,Healthy
0,68,774.0,Medium
1,60,77.0,Critical
1,61,102.0,Critical
1,62,129.0,Critical
1,63,154.0,Low
0,34,178.0,Low
0,64,206.0,Low
0,64,231.0,Low
0,65,258.0,Low
0,66,283.0,Low
0,77,310.0,Low
0,78,335.0,Low
0,64,360.0,Low
0,79,348.0,Low
0,80,412.0,Medium
0,81,436.0,Medium
0,82,464.0,Medium
0,83,489.0,Medium
0,84,516.0,Medium
0,85,544.0,Medium
0,76,568.0,Medium
0,75,593.0,Medium
0,74,621.0,Medium
0,73,645.0,Medium
0,72,673.0,Medium
0,71,700.0,Medium
0,43,725.0,Medium
0,43,750.0,Medium
0,73,642.0,Medium
1,59,52.0,Critical
0,74,615.0,Medium
0,76,566.0,Medium
1,63,266318.0,Healthy
0,34,266349.0,Healthy
0,64,266377.0,Healthy
0,64,266404.0,Healthy
0,65,266432.0,Healthy
0,66,266460.0,Healthy
0,77,266490.0,Healthy
0,78,266518.0,Healthy
0,64,266545.0,Healthy
0,79,266573.0,Healthy
0,80,266601.0,Healthy
0,81,266628.0,Healthy
1,62,266291.0,Healthy
0,82,266656.0,Healthy
0,84,266714.0,Healthy
0,85,266742.0,Healthy
0,76,266769.0,Healthy
0,75,266794.0,Healthy
0,74,266822.0,Healthy
0,73,266849.0,Healthy
0,72,266877.0,Healthy
0,71,266904.0,Healthy
0,43,266932.0,Healthy
0,43,266960.0,Healthy
0,68,266987.0,Healthy
0,52,267015.0,Healthy
0,83,266687.0,Healthy
1,61,266263.0,Healthy
1,60,266236.0,Healthy
1,59,266208.0,Healthy
0,85,541.0,Medium
0,84,516.0,Medium
0,83,492.0,Medium
0,82,464.0,Medium
0,81,437.0,Medium
0,80,412.0,Medium
0,79,387.0,Low
0,64,360.0,Low
0,78,335.0,Low
0,77,308.0,Low
0,66,283.0,Low
0,65,255.0,Low
0,64,231.0,Low
0,64,206.0,Low
0,34,179.0,Low
1,63,154.0,Low
1,62,126.0,Critical
1,61,102.0,Critical
1,60,77.0,Critical
1,59,53.0,Critical
1,57,25.0,Critical
1,67,0.0,Critical
0,43,267156.0,Healthy
0,52,267128.0,Healthy
0,70,267101.0,Healthy
1,67,266150.0,Healthy
1,57,266180.0,Healthy
0,75,590.0,Medium
1,57,25.0,Critical
1,67,0.0,Critical
0,77,1888.0,Healthy
0,43,4256.0,Healthy
0,43,4228.0,Healthy
0,71,4204.0,Healthy
0,72,4179.0,Healthy
0,73,4151.0,Healthy
0,74,1923.0,Healthy
0,75,4099.0,Healthy
0,76,4075.0,Healthy
0,85,4050.0,Healthy
0,84,4025.0,Healthy
0,83,3998.0,Healthy
0,82,3970.0,Healthy
0,68,4280.0,Healthy
0,81,3943.0,Healthy
0,79,3890.0,Healthy
0,64,3863.0,Healthy
0,78,3838.0,Healthy
0,77,3811.0,Healthy
0,66,3783.0,Healthy
0,65,3755.0,Healthy
0,64,3728.0,Healthy
0,64,3700.0,Healthy
0,34,3676.0,Healthy
1,63,3648.0,Healthy
1,62,3620.0,Healthy
1,61,3593.0,Healthy
0,80,3915.0,Healthy
0,52,4308.0,Healthy
0,58,4333.0,Healthy
0,69,4354.0,Healthy
0,81,2248.0,Healthy
0,80,2224.0,Healthy
0,79,2160.0,Healthy
0,64,2172.0,Healthy
0,78,2147.0,Healthy
0,77,2122.0,Healthy
0,66,2095.0,Healthy
0,65,2070.0,Healthy
0,64,2043.0,Healthy
0,64,2018.0,Healthy
0,34,1990.0,Healthy
1,63,1966.0,Healthy
1,62,1941.0,Healthy
1,61,1914.0,Healthy
1,60,1889.0,Healthy
1,59,1864.0,Healthy
1,57,1837.0,Healthy
1,67,1812.0,Healthy
0,43,2508.0,Healthy
0,52,3032.0,Healthy
0,52,2480.0,Healthy
0,70,2456.0,Healthy
0,69,2431.0,Healthy
0,58,2410.0,Healthy
0,43,4431.0,Healthy
0,52,4403.0,Healthy
0,70,4379.0,Healthy
1,60,3565.0,Healthy
1,59,3541.0,Healthy
1,57,3513.0,Healthy
1,67,3488.0,Healthy
0,71,4822.0,Healthy
0,43,4849.0,Healthy
0,43,4877.0,Healthy
0,68,4904.0,Healthy
0,52,4932.0,Healthy
0,58,4963.0,Healthy
0,69,4990.0,Healthy
0,70,5018.0,Healthy
0,52,5046.0,Healthy
0,43,5073.0,Healthy
1,57,28.0,Critical
0,69,267073.0,Healthy
0,71,2281.0,Healthy
0,72,2256.0,Healthy
0,73,2228.0,Healthy
0,74,0.0,Critical
0,75,2176.0,Healthy
0,76,2152.0,Healthy
0,85,2127.0,Healthy
0,84,2102.0,Healthy
0,83,2075.0,Healthy
0,82,2047.0,Healthy
0,81,2020.0,Healthy
0,80,1992.0,Healthy
0,79,1967.0,Healthy
0,64,1940.0,Healthy
0,78,1915.0,Healthy
0,72,4794.0,Healthy
0,83,2301.0,Healthy
0,73,4766.0,Healthy
0,75,4714.0,Healthy
0,52,2385.0,Healthy
0,68,2357.0,Healthy
0,43,2333.0,Healthy
0,43,2305.0,Healthy
1,67,4082.0,Healthy
1,57,4110.0,Healthy
1,59,4137.0,Healthy
1,60,4165.0,Healthy
1,61,4193.0,Healthy
1,62,4217.0,Healthy
1,63,4248.0,Healthy
0,34,4276.0,Healthy
0,64,4300.0,Healthy
0,64,4331.0,Healthy
0,65,4358.0,Healthy
0,66,4386.0,Healthy
0,77,4414.0,Healthy
0,78,4441.0,Healthy
0,64,4469.0,Healthy
0,79,4496.0,Healthy
0,80,4524.0,Healthy
0,81,4552.0,Healthy
0,82,4579.0,Healthy
0,83,4607.0,Healthy
0,84,1965.0,Healthy
0,85,4659.0,Healthy
0,76,4687.0,Healthy
0,74,4742.0,Healthy
0,43,3060.0,Healthy
1,67,0.0,Critical
1,67,665.0,Medium
0,83,1196.0,Healthy
0,84,1224.0,Healthy
0,85,1251.0,Healthy
0,76,1279.0,Healthy
0,75,1307.0,Healthy
0,74,1334.0,Healthy
0,73,1362.0,Healthy
0,72,1393.0,Healthy
0,71,1420.0,Healthy
0,43,1445.0,Healthy
0,43,1672.0,Healthy
0,52,1644.0,Healthy
0,70,1617.0,Healthy
0,43,1472.0,Healthy
0,68,1500.0,Healthy
0,52,1528.0,Healthy
0,58,1558.0,Healthy
0,82,1169.0,Healthy
0,81,1141.0,Healthy
0,69,1589.0,Healthy
0,79,1086.0,Healthy
1,57,693.0,Medium
1,59,724.0,Medium
1,60,748.0,Medium
1,61,776.0,Medium
0,80,1113.0,Healthy
1,63,834.0,Healthy
0,34,862.0,Healthy
1,62,804.0,Healthy
0,64,917.0,Healthy
0,65,945.0,Healthy
0,66,972.0,Healthy
0,77,1003.0,Healthy
0,78,1031.0,Healthy
0,64,1058.0,Healthy
0,64,886.0,Healthy
1,-1,4922.0,Healthy
1,-1,4894.0,Healthy
1,-1,4867.0,Healthy
1,-1,5580.0,Healthy
1,-1,5553.0,Healthy
1,-1,5526.0,Healthy
1,86,5061.0,Healthy
1,87,5472.0,Healthy
1,-1,5145.0,Healthy
1,86,5118.0,Healthy
1,88,5341.0,Healthy
1,88,5091.0,Healthy
1,89,5284.0,Healthy
1,-1,5534.0,Healthy
1,-1,5499.0,Healthy
1,86,5311.0,Healthy
1,-1,5635.0,Healthy
1,-1,5716.0,Healthy
1,90,5477.0,Healthy
1,88,5099.0,Healthy
1,86,5153.0,Healthy
1,86,5286.0,Healthy
1,88,5232.0,Healthy
1,86,5286.0,Healthy
1,87,5339.0,Healthy
1,86,5422.0,Healthy
1,-1,5689.0,Healthy
1,90,5444.0,Healthy
1,90,5390.0,Healthy
1,86,5230.0,Healthy
1,-1,5608.0,Healthy
1,-1,5741.0,Healthy
1,86,5314.0,Healthy
1,-1,5365.0,Healthy
1,86,5072.0,Healthy
1,89,5126.0,Healthy
1,-1,9937.0,Healthy
1,90,9746.0,Healthy
1,90,9692.0,Healthy
1,-1,9502.0,Healthy
1,-1,9556.0,Healthy
1,90,9665.0,Healthy
1,-1,9719.0,Healthy
1,86,9529.0,Healthy
1,-1,9964.0,Healthy
1,-1,9910.0,Healthy
1,-1,10046.0,Healthy
1,-1,10018.0,Healthy
1,87,9638.0,Healthy
1,86,9610.0,Healthy
1,-1,9991.0,Healthy
1,89,9583.0,Healthy
1,-1,9196.0,Healthy
1,-1,9166.0,Healthy
1,-1,9882.0,Healthy
1,-1,9855.0,Healthy
1,-1,9828.0,Healthy
1,-1,9801.0,Healthy
1,87,9774.0,Healthy
1,-1,9444.0,Healthy
1,86,9417.0,Healthy
1,88,9278.0,Healthy
1,86,9335.0,Healthy
1,86,9474.0,Healthy
1,88,9390.0,Healthy
1,86,9363.0,Healthy
1,-1,9224.0,Healthy
1,89,9308.0,Healthy
1,86,9251.0,Healthy
1,-1,5951.0,Healthy
1,-1,5673.0,Healthy
1,86,5172.0,Healthy
1,86,5033.0,Healthy
1,88,4979.0,Healthy
1,86,5368.0,Healthy
1,-1,5395.0,Healthy
1,87,5731.0,Healthy
1,-1,5755.0,Healthy
1,-1,5785.0,Healthy
1,-1,5812.0,Healthy
1,-1,5839.0,Healthy
1,-1,5120.0,Healthy
1,-1,5147.0,Healthy
1,-1,5417.0,Healthy
1,90,5363.0,Healthy
1,-1,5257.0,Healthy
1,-1,5203.0,Healthy
1,-1,5894.0,Healthy
1,90,5700.0,Healthy
1,90,5646.0,Healthy
1,86,5477.0,Healthy
1,-1,5921.0,Healthy
1,-1,5867.0,Healthy
1,-1,5314.0,Healthy
1,-1,6006.0,Healthy
1,87,5589.0,Healthy
1,86,5558.0,Healthy
1,89,5531.0,Healthy
1,-1,5175.0,Healthy
1,86,4952.0,Healthy
1,89,5006.0,Healthy
1,-1,5978.0,Healthy
1,90,5616.0,Healthy
1,-1,5662.0,Healthy
1,-1,5450.0,Healthy
1,-1,5716.0,Healthy
1,-1,5380.0,Healthy
1,90,5323.0,Healthy
1,-1,5211.0,Healthy
1,-1,5688.0,Healthy
1,87,5296.0,Healthy
1,-1,5577.0,Healthy
1,86,5268.0,Healthy
1,-1,4876.0,Healthy
1,-1,4848.0,Healthy
1,-1,4821.0,Healthy
1,86,5181.0,Healthy
1,89,4960.0,Healthy
1,86,4906.0,Healthy
1,89,5241.0,Healthy
1,-1,5631.0,Healthy
1,86,5184.0,Healthy
1,90,5353.0,Healthy
1,-1,5861.0,Healthy
1,-1,5833.0,Healthy
1,87,5450.0,Healthy
1,86,5422.0,Healthy
1,89,5392.0,Healthy
1,86,5015.0,Healthy
1,-1,5045.0,Healthy
1,-1,5017.0,Healthy
1,-1,4990.0,Healthy
1,86,5232.0,Healthy
1,88,5045.0,Healthy
1,-1,5725.0,Healthy
1,-1,5658.0,Healthy
1,-1,5604.0,Healthy
1,90,5407.0,Healthy
1,-1,5549.0,Healthy
1,-1,5519.0,Healthy
1,-1,5157.0,Healthy
1,-1,5779.0,Healthy
1,87,5589.0,Healthy
1,88,4933.0,Healthy
1,86,5072.0,Healthy
1,86,4987.0,Healthy
1,86,5129.0,Healthy
1,86,5338.0,Healthy
1,-1,5099.0,Healthy
1,90,6044.0,Healthy
1,-1,5504.0,Healthy
1,-1,5752.0,Healthy
1,-1,5806.0,Healthy
1,-1,5259.0,Healthy
1,86,5205.0,Healthy
1,89,5259.0,Healthy
1,90,5561.0,Healthy
1,87,5438.0,Healthy
1,88,5208.0,Healthy
1,-1,5492.0,Healthy
1,-1,5616.0,Healthy
1,-1,5643.0,Healthy
1,-1,5465.0,Healthy
1,-1,5670.0,Healthy
1,-1,5697.0,Healthy
1,91,4537.0,Healthy
1,-1,4701.0,Healthy
1,-1,4564.0,Healthy
1,-1,4728.0,Healthy
1,92,4783.0,Healthy
1,93,4689.0,Healthy
1,-1,4755.0,Healthy
1,93,4532.0,Healthy
1,94,4110.0,Healthy
1,-1,4213.0,Healthy
1,95,4159.0,Healthy
1,-1,4716.0,Healthy
1,92,5066.0,Healthy
1,-1,4963.0,Healthy
1,-1,4089.0,Healthy
1,94,4082.0,Healthy
1,92,4936.0,Healthy
1,96,4343.0,Healthy
1,91,4232.0,Healthy
1,-1,5093.0,Healthy
1,93,4559.0,Healthy
1,93,4289.0,Healthy
1,-1,4586.0,Healthy
1,93,4662.0,Healthy
1,93,4505.0,Healthy
1,-1,4262.0,Healthy
1,95,4034.0,Healthy
1,93,4635.0,Healthy
1,-1,9057.0,Healthy
1,93,4316.0,Healthy
1,-1,8754.0,Healthy
1,93,8727.0,Healthy
1,93,8700.0,Healthy
1,-1,8397.0,Healthy
1,91,8537.0,Healthy
1,93,8594.0,Healthy
1,96,8648.0,Healthy
1,93,8676.0,Healthy
1,93,8781.0,Healthy
1,92,9112.0,Healthy
1,91,8836.0,Healthy
1,-1,3943.0,Healthy
1,-1,8288.0,Healthy
1,92,9085.0,Healthy
1,94,8423.0,Healthy
1,94,8451.0,Healthy
1,97,8976.0,Healthy
1,97,8949.0,Healthy
1,-1,8918.0,Healthy
1,-1,8891.0,Healthy
1,-1,9030.0,Healthy
1,95,8342.0,Healthy
1,-1,9139.0,Healthy
1,93,4336.0,Healthy
1,-1,4259.0,Healthy
1,-1,4062.0,Healthy
1,95,4006.0,Healthy
1,-1,4138.0,Healthy
1,96,4166.0,Healthy
1,-1,4549.0,Healthy
1,-1,4576.0,Healthy
1,97,4604.0,Healthy
1,97,4631.0,Healthy
1,95,8316.0,Healthy
1,-1,8370.0,Healthy
1,-1,8567.0,Healthy
1,93,8621.0,Healthy
1,-1,8809.0,Healthy
1,-1,8863.0,Healthy
1,-1,9003.0,Healthy
1,-1,4791.0,Healthy
1,92,4764.0,Healthy
1,-1,4417.0,Healthy
1,93,4390.0,Healthy
1,93,4363.0,Healthy
1,-1,4510.0,Healthy
1,-1,4131.0,Healthy
1,93,4482.0,Healthy
1,-1,8479.0,Healthy
1,95,3971.0,Healthy
1,94,4292.0,Healthy
1,-1,4318.0,Healthy
1,96,4344.0,Healthy
1,96,8509.0,Healthy
1,-1,4718.0,Healthy
1,-1,4745.0,Healthy
1,97,4773.0,Healthy
1,95,4290.0,Healthy
1,-1,4025.0,Healthy
1,-1,4344.0,Healthy
1,93,4580.0,Healthy
1,95,3997.0,Healthy
1,-1,4054.0,Healthy
1,91,4197.0,Healthy
1,-1,4371.0,Healthy
1,-1,4837.0,Healthy
1,-1,4768.0,Healthy
1,92,4810.0,Healthy
1,-1,4455.0,Healthy
1,-1,4526.0,Healthy
1,93,4428.0,Healthy
1,-1,4224.0,Healthy
1,-1,4469.0,Healthy
1,91,4502.0,Healthy
1,93,4553.0,Healthy
1,96,4607.0,Healthy
1,-1,4709.0,Healthy
1,-1,4658.0,Healthy
1,93,4743.0,Healthy
1,91,4795.0,Healthy
1,-1,4981.0,Healthy
1,92,5039.0,Healthy
1,93,4281.0,Healthy
1,-1,4523.0,Healthy
1,94,4397.0,Healthy
1,94,4423.0,Healthy
1,-1,4449.0,Healthy
1,96,4477.0,Healthy
1,-1,4848.0,Healthy
1,-1,4875.0,Healthy
1,97,4903.0,Healthy
1,97,4930.0,Healthy
1,-1,4396.0,Healthy
1,94,4266.0,Healthy
1,93,4401.0,Healthy
1,97,4800.0,Healthy
1,95,4318.0,Healthy
1,97,4647.0,Healthy
1,-1,4641.0,Healthy
1,91,4665.0,Healthy
1,93,4613.0,Healthy
1,-1,4592.0,Healthy
1,96,4201.0,Healthy
1,97,4674.0,Healthy
1,-1,4173.0,Healthy
1,-1,4692.0,Healthy
1,-1,4827.0,Healthy
1,93,4374.0,Healthy
1,-1,4878.0,Healthy
1,-1,4685.0,Healthy
1,92,4737.0,Healthy
1,94,4145.0,Healthy
1,91,4496.0,Healthy
1,-1,4619.0,Healthy
1,93,4450.0,Healthy
1,-1,5008.0,Healthy
1,-1,4822.0,Healthy
1,-1,4957.0,Healthy
1,92,4909.0,Healthy
1,93,4441.0,Healthy
1,93,4254.0,Healthy
1,-1,3978.0,Healthy
1,94,4117.0,Healthy
1,96,4477.0,Healthy
1,93,4423.0,Healthy
1,91,4369.0,Healthy
1,-1,4240.0,Healthy
1,95,4185.0,Healthy
1,-1,4851.0,Healthy
1,96,4308.0,Healthy
3,-1,3906.0,Healthy
3,-1,3879.0,Healthy
3,-1,8094.0,Healthy
3,-1,8149.0,Healthy
3,-1,3849.0,Healthy
3,98,3707.0,Healthy
3,-1,4118.0,Healthy
1,99,3461.0,Healthy
3,-1,8067.0,Healthy
3,-1,3649.0,Healthy
3,-1,4063.0,Healthy
3,98,3952.0,Healthy
3,-1,3897.0,Healthy
1,100,7537.0,Healthy
1,-1,7564.0,Healthy
3,-1,4148.0,Healthy
3,-1,4091.0,Healthy
3,-1,3924.0,Healthy
1,-1,7592.0,Healthy
3,-1,3867.0,Healthy
1,-1,3414.0,Healthy
3,-1,7618.0,Healthy
3,-1,8013.0,Healthy
3,-1,8040.0,Healthy
1,-1,3442.0,Healthy
3,-1,3468.0,Healthy
3,-1,3840.0,Healthy
1,100,3387.0,Healthy
3,-1,3731.0,Healthy
3,-1,7925.0,Healthy
3,-1,4018.0,Healthy
3,-1,3601.0,Healthy
3,-1,3628.0,Healthy
3,-1,3655.0,Healthy
